Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Retirement Month,Retirement Year,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
9155,Inland Empire Energy Ctr LLC,55853,Inland Empire Energy Center,IPP Non-CHP,CA,2,,409.5,345.0,366.0,Natural Gas Fired Combined Cycle,NG,CS,5,2010,1,2020,Riverside,33.738839,-117.170400,Map,Map,CISO
22148,AES Alamitos LLC,315,AES Alamitos LLC,IPP Non-CHP,CA,1,,156.0,175.0,175.0,Natural Gas Steam Turbine,NG,ST,9,1956,12,2019,Los Angeles,33.768800,-118.100900,Map,Map,CISO
22148,AES Alamitos LLC,315,AES Alamitos LLC,IPP Non-CHP,CA,2,,156.0,175.0,175.0,Natural Gas Steam Turbine,NG,ST,2,1957,12,2019,Los Angeles,33.768800,-118.100900,Map,Map,CISO
22148,AES Alamitos LLC,315,AES Alamitos LLC,IPP Non-CHP,CA,6,,495.0,495.0,495.0,Natural Gas Steam Turbine,NG,ST,9,1966,12,2019,Los Angeles,33.768800,-118.100900,Map,Map,CISO
23693,AES Huntington Beach LLC,335,AES Huntington Beach LLC,IPP Non-CHP,CA,1,,218.0,225.8,225.8,Natural Gas Steam Turbine,NG,ST,6,1958,12,2019,Orange,33.643900,-117.979200,Map,Map,CISO
6455,"Duke Energy Florida, LLC",630,Higgins,Electric Utility,FL,P2,,33.7,25.0,25.0,Natural Gas Fired Combustion Turbine,NG,GT,4,1969,12,2019,Pinellas,28.003262,-82.661510,Map,Map,FPC
6455,"Duke Energy Florida, LLC",630,Higgins,Electric Utility,FL,P3,,42.9,31.0,36.0,Natural Gas Fired Combustion Turbine,NG,GT,12,1970,12,2019,Pinellas,28.003262,-82.661510,Map,Map,FPC
6455,"Duke Energy Florida, LLC",630,Higgins,Electric Utility,FL,P4,,42.9,31.0,35.0,Natural Gas Fired Combustion Turbine,NG,GT,1,1971,12,2019,Pinellas,28.003262,-82.661510,Map,Map,FPC
3040,City of Carmi - (IL),937,Carmi,Electric Utility,IL,11,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,12,1963,12,2019,White,38.096700,-88.163100,Map,Map,MISO
17633,Southern Indiana Gas & Elec Co,1011,Broadway (IN),Electric Utility,IN,2,,88.8,65.0,75.0,Natural Gas Fired Combustion Turbine,NG,GT,5,1981,12,2019,Vanderburgh,37.969116,-87.604880,Map,Map,MISO
19062,City of Traer - (IA),1192,Traer Main,Electric Utility,IA,5,,0.6,0.5,0.5,Petroleum Liquids,DFO,IC,1,1969,12,2019,Tama,42.192600,-92.463600,Map,Map,MISO
11249,Louisville Gas & Electric Co,1363,Cane Run,Electric Utility,KY,11,,16.3,14.0,14.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1968,12,2019,Jefferson,38.183100,-85.889200,Map,Map,LGEE
1179,Versant Power,1468,Eastport,Electric Utility,ME,3,,2.0,2.0,2.1,Petroleum Liquids,DFO,IC,8,1949,12,2019,Washington,44.913600,-67.003300,Map,Map,ISNE
4161,Constellation Power Source Gen,1559,Riverside (MD),IPP Non-CHP,MD,GT8,,25.0,20.0,22.0,Petroleum Liquids,DFO,GT,9,1970,12,2019,Baltimore,39.236900,-76.513300,Map,Map,PJM
5109,DTE Electric Company,1730,Hancock,Electric Utility,MI,2,,19.0,18.0,24.0,Natural Gas Fired Combustion Turbine,NG,GT,10,1967,12,2019,Oakland,42.549700,-83.442500,Map,Map,MISO
5109,DTE Electric Company,1730,Hancock,Electric Utility,MI,4,,19.6,17.0,22.0,Natural Gas Fired Combustion Turbine,NG,GT,4,1969,12,2019,Oakland,42.549700,-83.442500,Map,Map,MISO
3813,Village of Clinton - (MI),1818,Clinton,Electric Utility,MI,1,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,3,1939,12,2019,Lenawee,42.068197,-83.976010,Map,Map,MISO
3813,Village of Clinton - (MI),1818,Clinton,Electric Utility,MI,2,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,3,1939,12,2019,Lenawee,42.068197,-83.976010,Map,Map,MISO
3813,Village of Clinton - (MI),1818,Clinton,Electric Utility,MI,6,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,5,1980,12,2019,Lenawee,42.068197,-83.976010,Map,Map,MISO
4045,City of Columbia - (MO),2123,Columbia (MO),Electric Utility,MO,7,,22.0,22.0,22.0,Conventional Steam Coal,BIT,ST,1,1965,12,2019,Boone,38.964646,-92.316770,Map,Map,MISO
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,1,,0.4,0.4,0.4,Petroleum Liquids,DFO,IC,8,1942,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,2,,0.4,0.4,0.4,Petroleum Liquids,DFO,IC,8,1942,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,3,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,8,1945,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,4,,2.5,2.2,2.2,Natural Gas Internal Combustion Engine,NG,IC,8,1955,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,5,,1.4,1.3,1.3,Petroleum Liquids,DFO,IC,8,1949,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,6,,2.0,1.8,1.8,Natural Gas Internal Combustion Engine,NG,IC,8,1951,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,7,,2.5,2.2,2.2,Natural Gas Internal Combustion Engine,NG,IC,8,1960,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10152,City of Kennett - (MO),2139,Kennett,Electric Utility,MO,8,,3.1,2.8,2.8,Natural Gas Internal Combustion Engine,NG,IC,8,1962,12,2019,Dunklin,36.233800,-90.052100,Map,Map,SWPP
10830,City of Lebanon - (OH),2921,Lebanon,Electric Utility,OH,5,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,1,1955,12,2019,Warren,39.432181,-84.210930,Map,Map,PJM
10830,City of Lebanon - (OH),2921,Lebanon,Electric Utility,OH,6,,3.0,3.0,3.0,Petroleum Liquids,DFO,IC,1,1961,12,2019,Warren,39.432181,-84.210930,Map,Map,PJM
10830,City of Lebanon - (OH),2921,Lebanon,Electric Utility,OH,7,,6.0,6.0,6.0,Petroleum Liquids,DFO,GT,1,1966,12,2019,Warren,39.432181,-84.210930,Map,Map,PJM
10830,City of Lebanon - (OH),2921,Lebanon,Electric Utility,OH,8,,5.6,5.6,5.6,Petroleum Liquids,DFO,IC,1,1970,12,2019,Warren,39.432181,-84.210930,Map,Map,PJM
10830,City of Lebanon - (OH),2921,Lebanon,Electric Utility,OH,9,,14.0,14.0,14.0,Petroleum Liquids,DFO,GT,11,1986,12,2019,Warren,39.432181,-84.210930,Map,Map,PJM
13809,NorthWestern Energy - (SD),3346,Mobile Unit,Electric Utility,SD,2,,1.7,1.8,1.8,Petroleum Liquids,DFO,IC,3,1991,12,2019,Beadle,44.378400,-98.462900,Map,Map,SWPP
13809,NorthWestern Energy - (SD),3346,Mobile Unit,Electric Utility,SD,3,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,11,2008,12,2019,Beadle,44.378400,-98.462900,Map,Map,SWPP
49756,Illinois Power Resources Generating LLC,6016,Duck Creek,IPP Non-CHP,IL,1,,441.0,410.0,425.0,Conventional Steam Coal,RC,ST,6,1976,12,2019,Fulton,40.466300,-89.984100,Map,Map,MISO
1984,ReEnergy Fort Fairfield LLC,7513,ReEnergy Fort Fairfield,IPP Non-CHP,ME,GEN1,,37.5,32.0,32.0,Wood/Wood Waste Biomass,WDS,ST,11,1987,12,2019,Aroostook,46.772850,-67.848490,Map,Map,NBSO
590,City of Anaheim - (CA),7693,Anaheim GT,Electric Utility,CA,1,,49.2,44.5,46.5,Natural Gas Fired Combustion Turbine,NG,GT,5,1991,12,2019,Orange,33.853542,-117.856300,Map,Map,CISO
18947,City of Tipton - (IA),8106,Tipton,Electric Utility,IA,3,,1.3,1.2,1.2,Natural Gas Internal Combustion Engine,NG,IC,4,1971,12,2019,Cedar,41.771700,-91.132100,Map,Map,MISO
24900,"The Mosaic Company, Plant City Facility",50371,"The Mosaic Company, Plant City Facility",Industrial CHP,FL,MI34,,40.5,27.9,22.2,All Other,WH,ST,11,1988,12,2019,Hillsborough,28.166300,-82.138800,Map,Map,TEC
20854,Winnebago County,50936,Winnebago County Landfill Gas,IPP CHP,WI,EG2,,0.9,0.9,0.9,Landfill Gas,LFG,IC,2,2000,12,2019,Winnebago,44.083000,-88.541100,Map,Map,MISO
8688,Hofstra University,51035,Hofstra University,Commercial CHP,NY,GEN1,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,9,1990,12,2019,Nassau,40.713900,-73.600300,Map,Map,NYIS
8688,Hofstra University,51035,Hofstra University,Commercial CHP,NY,GEN2,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,9,1990,12,2019,Nassau,40.713900,-73.600300,Map,Map,NYIS
22337,Alcoa World Alumina LLC,52069,Point Comfort Operations,Industrial CHP,TX,GEN1,,16.0,14.9,15.0,Natural Gas Steam Turbine,NG,ST,1,1958,12,2019,Calhoun,28.652709,-96.560000,Map,Map,ERCO
22337,Alcoa World Alumina LLC,52069,Point Comfort Operations,Industrial CHP,TX,GEN2,,16.0,14.9,15.0,Natural Gas Steam Turbine,NG,ST,1,1958,12,2019,Calhoun,28.652709,-96.560000,Map,Map,ERCO
22337,Alcoa World Alumina LLC,52069,Point Comfort Operations,Industrial CHP,TX,GEN3,,16.0,14.9,15.0,Natural Gas Steam Turbine,NG,ST,1,1958,12,2019,Calhoun,28.652709,-96.560000,Map,Map,ERCO
22337,Alcoa World Alumina LLC,52069,Point Comfort Operations,Industrial CHP,TX,GEN4,,15.1,14.0,14.2,Natural Gas Steam Turbine,NG,ST,1,1970,12,2019,Calhoun,28.652709,-96.560000,Map,Map,ERCO
57165,"Otay Landfill Gas LLC c/o EPP Service Company, LLC",52204,"Otay Landfill Gas, LLC",IPP Non-CHP,CA,OTA1,,1.8,1.5,1.5,Landfill Gas,LFG,IC,12,1986,12,2019,SAN DIEGO,32.598300,-117.017800,Map,Map,CISO
57165,"Otay Landfill Gas LLC c/o EPP Service Company, LLC",52204,"Otay Landfill Gas, LLC",IPP Non-CHP,CA,OTA2,,1.8,1.5,1.5,Landfill Gas,LFG,IC,12,1991,12,2019,SAN DIEGO,32.598300,-117.017800,Map,Map,CISO
57165,"Otay Landfill Gas LLC c/o EPP Service Company, LLC",52204,"Otay Landfill Gas, LLC",IPP Non-CHP,CA,OTA5,,1.6,1.5,1.5,Landfill Gas,LFG,IC,6,2013,12,2019,SAN DIEGO,32.598300,-117.017800,Map,Map,CISO
57165,"Otay Landfill Gas LLC c/o EPP Service Company, LLC",52204,"Otay Landfill Gas, LLC",IPP Non-CHP,CA,OTA6,,1.6,1.5,1.5,Landfill Gas,LFG,IC,6,2013,12,2019,SAN DIEGO,32.598300,-117.017800,Map,Map,CISO
57431,ReEnergy Biomass LLC,54526,ReEnergy Lyonsdale Biomass,IPP CHP,NY,STG,,21.1,19.0,19.0,Wood/Wood Waste Biomass,WDS,ST,8,1992,12,2019,Lewis,43.617965,-75.305440,Map,Map,NYIS
21622,The University of Texas at Dallas,54607,University of Texas at Dallas,Commercial CHP,TX,GEN1,,3.5,3.5,3.5,Natural Gas Internal Combustion Engine,NG,IC,1,1980,12,2019,Collin,32.988300,-96.748900,Map,Map,ERCO
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,Industrial CHP,UT,4,,82.0,75.0,75.0,Conventional Steam Coal,BIT,ST,1,1958,12,2019,Salt Lake,40.711900,-112.122500,Map,Map,PACE
56629,Lubbock Wind LLC,57259,Lubbock Wind Ranch,IPP Non-CHP,TX,1,,2.5,2.5,2.5,Onshore Wind Turbine,WND,WT,2,2010,12,2019,Lubbock,33.569700,-101.765300,Map,Map,SWPP
56629,Lubbock Wind LLC,57259,Lubbock Wind Ranch,IPP Non-CHP,TX,2,,2.5,2.5,2.5,Onshore Wind Turbine,WND,WT,12,2010,12,2019,Lubbock,33.569700,-101.765300,Map,Map,SWPP
56629,Lubbock Wind LLC,57259,Lubbock Wind Ranch,IPP Non-CHP,TX,3,,2.5,2.5,2.5,Onshore Wind Turbine,WND,WT,12,2010,12,2019,Lubbock,33.569700,-101.765300,Map,Map,SWPP
56748,RP1 Fuel Cell LLC,57419,RPI Fuel Cell LLC,IPP CHP,CA,0001,,3.0,1.0,1.0,Other Waste Biomass,OBG,FC,1,2013,12,2019,San Bernardino,34.028611,-117.601400,Map,Map,CISO
56749,UTS SJ1 LLC,57420,UTS SJ1 LLC,IPP CHP,CA,0001,,1.5,1.4,1.4,Other Natural Gas,NG,FC,6,2012,12,2019,Santa Clara,37.433056,-121.941900,Map,Map,CISO
56753,AgPower Jerome LLC,57425,Double A Digester,IPP CHP,ID,1,,1.5,1.5,1.5,Other Waste Biomass,OBG,IC,12,2011,12,2019,Jerome,42.853942,-114.471900,Map,Map,IPCO
56753,AgPower Jerome LLC,57425,Double A Digester,IPP CHP,ID,2,,1.5,1.5,1.5,Other Waste Biomass,OBG,IC,1,2012,12,2019,Jerome,42.853942,-114.471900,Map,Map,IPCO
56753,AgPower Jerome LLC,57425,Double A Digester,IPP CHP,ID,3,,1.5,1.5,1.5,Other Waste Biomass,OBG,IC,2,2012,12,2019,Jerome,42.853942,-114.471900,Map,Map,IPCO
56756,Bellefontaine Gas Producers LLC,57433,Bellefontaine Gas Producers LLC,IPP Non-CHP,OH,1,,1.6,1.6,1.6,Landfill Gas,LFG,IC,2,2009,12,2019,Logan,40.410751,-83.717880,Map,Map,PJM
56756,Bellefontaine Gas Producers LLC,57433,Bellefontaine Gas Producers LLC,IPP Non-CHP,OH,2,,1.6,1.6,1.6,Landfill Gas,LFG,IC,2,2009,12,2019,Logan,40.410751,-83.717880,Map,Map,PJM
56756,Bellefontaine Gas Producers LLC,57433,Bellefontaine Gas Producers LLC,IPP Non-CHP,OH,3,,1.6,1.6,1.6,Landfill Gas,LFG,IC,2,2009,12,2019,Logan,40.410751,-83.717880,Map,Map,PJM
58270,GE Wind Energy LLC,57566,GE - Tehachapi,IPP Non-CHP,CA,1.7SF,,1.8,1.8,1.8,Onshore Wind Turbine,WND,WT,5,2014,12,2019,Kern,35.155278,-118.369400,Map,Map,CISO
61403,"Seminole Energy, LLC        ",61780,Seminole Energy,IPP Non-CHP,FL,ENG4,,1.6,1.6,1.6,Landfill Gas,LFG,IC,11,2007,12,2019,Seminole,28.790186,-81.089020,Map,Map,FPL
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,Electric Utility,AZ,ST1,,108.8,81.0,81.0,Natural Gas Steam Turbine,NG,ST,12,1958,11,2019,Pima,32.160000,-110.904700,Map,Map,TEPC
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,Electric Utility,AZ,ST2,,108.8,81.0,81.0,Natural Gas Steam Turbine,NG,ST,10,1960,11,2019,Pima,32.160000,-110.904700,Map,Map,TEPC
520,Illinois Power Generating Co,861,Coffeen,IPP Non-CHP,IL,1,,388.9,330.0,335.0,Conventional Steam Coal,RC,ST,12,1965,11,2019,Montgomery,39.058600,-89.403100,Map,Map,MISO
520,Illinois Power Generating Co,861,Coffeen,IPP Non-CHP,IL,2,,616.5,565.0,580.0,Conventional Steam Coal,RC,ST,9,1972,11,2019,Montgomery,39.058600,-89.403100,Map,Map,MISO
5517,Dynegy Midwest Generation Inc,891,Havana,IPP Non-CHP,IL,6,,488.0,411.0,434.0,Conventional Steam Coal,RC,ST,6,1978,11,2019,Mason,40.279700,-90.080000,Map,Map,MISO
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IPP Non-CHP,IL,1,,75.0,68.0,70.0,Conventional Steam Coal,RC,ST,6,1953,11,2019,Putnam,41.302800,-89.315000,Map,Map,MISO
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IPP Non-CHP,IL,2,,231.3,218.0,225.0,Conventional Steam Coal,RC,ST,5,1959,11,2019,Putnam,41.302800,-89.315000,Map,Map,MISO
16572,Salt River Project,4941,Navajo,Electric Utility,AZ,NAV1,,803.1,750.0,750.0,Conventional Steam Coal,BIT,ST,5,1974,11,2019,Coconino,36.904700,-111.388600,Map,Map,SRP
16572,Salt River Project,4941,Navajo,Electric Utility,AZ,NAV2,,803.1,750.0,750.0,Conventional Steam Coal,BIT,ST,4,1975,11,2019,Coconino,36.904700,-111.388600,Map,Map,SRP
6526,FirstEnergy Generation Corp,6094,FirstEnergy Bruce Mansfield,IPP Non-CHP,PA,3,,913.7,830.0,830.0,Conventional Steam Coal,RC,ST,9,1980,11,2019,Beaver,40.634800,-80.415900,Map,Map,PJM
61279,"HH Management, LLC",10027,Windpark Unlimited 1,IPP Non-CHP,CA,EXIS,,9.4,9.4,9.4,Onshore Wind Turbine,WND,WT,12,1985,11,2019,Riverside,33.944700,-116.622200,Map,Map,CISO
22091,New-Indy Ontario LLC,10427,New-Indy Ontario Mill,Industrial Non-CHP,CA,GEN1,,34.0,34.0,34.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1985,11,2019,San Bernardino,34.045361,-117.540200,Map,Map,CISO
50006,Invista,10795,Camden South Carolina,Industrial CHP,SC,GEN1,,5.5,5.5,5.5,Natural Gas Steam Turbine,NG,ST,1,1952,11,2019,Kershaw,34.233800,-80.655800,Map,Map,CPLE
50006,Invista,10795,Camden South Carolina,Industrial CHP,SC,GEN2,,5.5,5.5,5.5,Natural Gas Steam Turbine,NG,ST,1,1952,11,2019,Kershaw,34.233800,-80.655800,Map,Map,CPLE
61279,"HH Management, LLC",50533,Painted Hills Wind Park,IPP Non-CHP,CA,WGNS,,19.0,19.0,19.0,Onshore Wind Turbine,WND,WT,11,1985,11,2019,Riverside,33.936900,-116.618300,Map,Map,CISO
57165,"Otay Landfill Gas LLC c/o EPP Service Company, LLC",52204,"Otay Landfill Gas, LLC",IPP Non-CHP,CA,OTA3,,3.7,3.2,3.2,Landfill Gas,LFG,IC,3,2007,11,2019,SAN DIEGO,32.598300,-117.017800,Map,Map,CISO
11204,Los Alamos County,58256,Los Alamos PV Site,Electric Utility,NM,2,,1.0,1.0,1.0,Batteries,MWH,BA,9,2012,11,2019,Los Alamos,35.875556,-106.310000,Map,Map,PNM
11204,Los Alamos County,58256,Los Alamos PV Site,Electric Utility,NM,3,,0.8,0.8,0.8,Batteries,MWH,BA,9,2012,11,2019,Los Alamos,35.875556,-106.310000,Map,Map,PNM
61279,"HH Management, LLC",60321,Windpark Unlimited 2,IPP Non-CHP,CA,EXIS2,,16.1,16.1,16.1,Onshore Wind Turbine,WND,WT,12,1985,11,2019,Riverside,33.931000,-116.630200,Map,Map,CISO
22484,AES Redondo Beach LLC,356,AES Redondo Beach LLC,IPP Non-CHP,CA,7,,495.0,480.0,505.9,Natural Gas Steam Turbine,NG,ST,2,1967,10,2019,Los Angeles,33.850400,-118.395000,Map,Map,CISO
22125,"Cayuga Operating Company, LLC",2535,Cayuga Operating Company,IPP Non-CHP,NY,1,,155.3,151.0,152.0,Conventional Steam Coal,BIT,ST,9,1955,10,2019,Tompkins,42.602800,-76.633600,Map,Map,NYIS
22125,"Cayuga Operating Company, LLC",2535,Cayuga Operating Company,IPP Non-CHP,NY,2,,167.2,139.6,77.6,Conventional Steam Coal,BIT,ST,10,1958,10,2019,Tompkins,42.602800,-76.633600,Map,Map,NYIS
2409,Brownsville Public Utilities Board,3559,Silas Ray,Electric Utility,TX,DG-7a,,1.3,1.0,1.0,Petroleum Liquids,DFO,IC,11,2001,10,2019,Cameron,25.913100,-97.521400,Map,Map,ERCO
2409,Brownsville Public Utilities Board,3559,Silas Ray,Electric Utility,TX,DG-7b,,1.3,1.0,1.0,Petroleum Liquids,DFO,IC,11,2001,10,2019,Cameron,25.913100,-97.521400,Map,Map,ERCO
18715,Texas Municipal Power Agency,6136,Gibbons Creek,Electric Utility,TX,1,,453.5,470.0,470.0,Conventional Steam Coal,SUB,ST,10,1983,10,2019,Grimes,30.619937,-96.081850,Map,Map,ERCO
1981,ReEnergy Ashland LLC,10356,ReEnergy Ashland,IPP Non-CHP,ME,GEN1,,39.6,37.0,38.0,Wood/Wood Waste Biomass,WDS,ST,8,1993,10,2019,Aroostook,46.633400,-68.436100,Map,Map,NBSO
4580,G-P CONSUMER OPER LLC,10606,Georgia-Pacific Crossett LLC,Industrial CHP,AR,GEN5,,30.6,30.6,30.6,Wood/Wood Waste Biomass,BLQ,ST,1,1969,10,2019,Ashley,33.142100,-91.975000,Map,Map,MISO
4580,G-P CONSUMER OPER LLC,10606,Georgia-Pacific Crossett LLC,Industrial CHP,AR,GEN6,,36.0,36.0,36.0,Wood/Wood Waste Biomass,BLQ,ST,6,1982,10,2019,Ashley,33.142100,-91.975000,Map,Map,MISO
7475,Graphic Packaging Corp,10698,Graphic Packaging,Industrial CHP,MI,GEN1,,10.0,5.0,7.0,Natural Gas Steam Turbine,NG,ST,2,1959,10,2019,Kalamazoo,42.306809,-85.578970,Map,Map,MISO
25835,Portland City of,50105,Ground Water Pumping Station,IPP Non-CHP,OR,GPS1,,0.9,0.9,0.9,Conventional Hydroelectric,WAT,HY,4,1985,10,2019,Multnomah,45.555833,-122.494700,Map,Map,PGE
25835,Portland City of,50105,Ground Water Pumping Station,IPP Non-CHP,OR,GPS2,,0.9,0.9,0.9,Conventional Hydroelectric,WAT,HY,4,1985,10,2019,Multnomah,45.555833,-122.494700,Map,Map,PGE
25835,Portland City of,50105,Ground Water Pumping Station,IPP Non-CHP,OR,GPS3,,0.9,0.9,0.9,Conventional Hydroelectric,WAT,HY,4,1985,10,2019,Multnomah,45.555833,-122.494700,Map,Map,PGE
25835,Portland City of,50105,Ground Water Pumping Station,IPP Non-CHP,OR,GPS4,,0.9,0.9,0.9,Conventional Hydroelectric,WAT,HY,4,1985,10,2019,Multnomah,45.555833,-122.494700,Map,Map,PGE
25835,Portland City of,50105,Ground Water Pumping Station,IPP Non-CHP,OR,GPS5,,0.9,0.9,0.9,Conventional Hydroelectric,WAT,HY,4,1985,10,2019,Multnomah,45.555833,-122.494700,Map,Map,PGE
25835,Portland City of,50105,Ground Water Pumping Station,IPP Non-CHP,OR,GPS6,,0.9,0.9,0.9,Conventional Hydroelectric,WAT,HY,4,1985,10,2019,Multnomah,45.555833,-122.494700,Map,Map,PGE
56772,"TX LFG Energy, LP",55556,Security,IPP Non-CHP,TX,UNT3,,1.7,1.7,1.7,Landfill Gas,LFG,IC,12,2003,10,2019,Montgomery,30.322500,-95.268100,Map,Map,MISO
5906,EDF Renewable Services Inc,56646,Chandler Hills Wind Farm,IPP Non-CHP,MN,1,,2.0,2.0,2.0,Onshore Wind Turbine,WND,WT,1,1999,10,2019,Murray,43.917000,-95.954000,Map,Map,MISO
30151,"Tri-State G & T Assn, Inc",527,Nucla,Electric Utility,CO,1,,11.5,12.0,12.0,Conventional Steam Coal,BIT,ST,11,1959,9,2019,Montrose,38.238300,-108.506900,Map,Map,WACM
30151,"Tri-State G & T Assn, Inc",527,Nucla,Electric Utility,CO,2,,11.5,12.0,12.0,Conventional Steam Coal,BIT,ST,11,1959,9,2019,Montrose,38.238300,-108.506900,Map,Map,WACM
30151,"Tri-State G & T Assn, Inc",527,Nucla,Electric Utility,CO,3,,11.5,12.0,12.0,Conventional Steam Coal,BIT,ST,11,1959,9,2019,Montrose,38.238300,-108.506900,Map,Map,WACM
30151,"Tri-State G & T Assn, Inc",527,Nucla,Electric Utility,CO,ST4,,79.3,64.0,64.0,Conventional Steam Coal,BIT,ST,1,1991,9,2019,Montrose,38.238300,-108.506900,Map,Map,WACM
12114,City of McGregor- (IA),1163,McGregor,Electric Utility,IA,3,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,7,1955,9,2019,Clayton,43.023733,-91.174930,Map,Map,MISO
9130,Hutchinson Utilities Comm,1980,Hutchinson Plant #1,Electric Utility,MN,8,,16.0,13.0,13.3,Natural Gas Fired Combined Cycle,NG,CS,1,1971,9,2019,McLeod,44.895741,-94.368430,Map,Map,MISO
4226,Consolidated Edison Co-NY Inc,2496,Hudson Avenue,Electric Utility,NY,4,,16.3,13.5,16.3,Petroleum Liquids,KER,GT,7,1970,9,2019,Kings,40.705200,-73.980700,Map,Map,NYIS
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,IC1,,3.0,3.0,3.0,Petroleum Liquids,DFO,IC,5,1963,9,2019,Richland,40.880000,-82.656700,Map,Map,PJM
16572,Salt River Project,4941,Navajo,Electric Utility,AZ,NAV3,,803.1,750.0,750.0,Conventional Steam Coal,BIT,ST,4,1976,9,2019,Coconino,36.904700,-111.388600,Map,Map,SRP
55951,Exelon Nuclear,8011,Three Mile Island,IPP Non-CHP,PA,1,,980.8,802.8,829.0,Nuclear,NUC,ST,8,1974,9,2019,Dauphin,40.151500,-76.723200,Map,Map,PJM
2884,Cambria CoGen Co,10641,Cambria Cogen,IPP CHP,PA,GEN1,,98.0,88.0,88.0,Conventional Steam Coal,WC,ST,3,1991,9,2019,Cambria,40.474167,-78.701400,Map,Map,PJM
56888,Brea Generation LLC,10648,Olinda Landfill Gas Recovery Plant,Electric Utility,CA,GEN1,,1.8,1.7,1.7,Landfill Gas,LFG,IC,12,1985,9,2019,Orange,33.905600,-117.843900,Map,Map,CISO
56888,Brea Generation LLC,10648,Olinda Landfill Gas Recovery Plant,Electric Utility,CA,GEN2,,1.8,1.7,1.7,Landfill Gas,LFG,IC,12,1985,9,2019,Orange,33.905600,-117.843900,Map,Map,CISO
56888,Brea Generation LLC,10648,Olinda Landfill Gas Recovery Plant,Electric Utility,CA,GEN3,,1.8,1.7,1.7,Landfill Gas,LFG,IC,12,1985,9,2019,Orange,33.905600,-117.843900,Map,Map,CISO
13945,Beaumont Hospital Dearborn Campus,50260,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,MI,500KW,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,1,1979,9,2019,Wayne,42.291700,-83.211900,Map,Map,MISO
54736,"VESI Pomona Energy Storage, Inc.",50300,VESI Pomona,IPP Non-CHP,CA,GEN1,,46.0,40.0,42.0,Natural Gas Fired Combustion Turbine,NG,GT,12,1985,9,2019,Los Angeles,34.059444,-117.774200,Map,Map,CISO
34672,DTE Energy Services,50407,Mobile Energy Services LLC,IPP CHP,AL,GEN5,,61.0,56.1,55.6,Wood/Wood Waste Biomass,WDS,ST,8,1985,9,2019,Mobile,30.736487,-88.051640,Map,Map,SOCO
34672,DTE Energy Services,50407,Mobile Energy Services LLC,IPP CHP,AL,GEN6,,35.7,33.2,33.6,Wood/Wood Waste Biomass,WDS,ST,7,1985,9,2019,Mobile,30.736487,-88.051640,Map,Map,SOCO
10273,Kimberly-Clark Corp,50410,Chester Operations,Industrial CHP,PA,5,,67.0,67.0,67.0,Petroleum Coke,PC,ST,5,1986,9,2019,Delaware,39.843743,-75.358800,Map,Map,PJM
54842,WM Renewable Energy LLC,50565,Monroe Livingston Gas Recovery,IPP Non-CHP,NY,GEN1,,0.8,0.8,0.8,Landfill Gas,LFG,IC,12,1988,9,2019,Monroe,42.990300,-77.801100,Map,Map,NYIS
